tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn,Churn_Probability,Revenue_At_Risk
24,76.1,1712.7,Month-to-month,Fiber optic,Electronic check,1,0.5776225094361641,527.484875617105
35,61.2,2021.2,One year,DSL,Mailed check,0,0.08577936856551817,62.99636827451654
23,86.8,1940.8,One year,Fiber optic,Mailed check,0,0.2840407491158729,295.8568442790932
6,89.35,567.8,Month-to-month,Fiber optic,Electronic check,0,0.7147807796889646,766.3879519825077
12,19.7,220.35,Month-to-month,No,Mailed check,0,0.13965556272976576,33.014575029316624
1,20.25,20.25,Month-to-month,No,Mailed check,0,0.1850960589900537,44.978342334583054
71,76.05,5436.45,Two year,Fiber optic,Electronic check,0,0.06430576446776275,58.68544065328028
35,100.8,3437.5,Month-to-month,Fiber optic,Electronic check,0,0.5228459660959822,632.4344805897001
40,74.55,3015.75,Month-to-month,DSL,Electronic check,0,0.24212236009127627,216.6026633376557
1,73.6,73.6,Month-to-month,Fiber optic,Mailed check,1,0.6241146698978544,551.218076453785
23,64.9,1509.8,One year,DSL,Bank transfer (automatic),0,0.11849338130356293,92.28264535921483
4,95.45,396.1,Month-to-month,Fiber optic,Electronic check,1,0.7324290485067673,838.9242321596513
4,90.4,356.65,Month-to-month,Fiber optic,Electronic check,0,0.7279219274287413,789.6497068746986
68,60.3,4109.0,Two year,DSL,Credit card (automatic),0,0.015167670539029022,10.9753264020414
38,81.85,3141.7,Month-to-month,Fiber optic,Mailed check,0,0.35956839948300534,353.1680819722078
52,24.8,1229.1,Two year,No,Mailed check,0,0.010218563296798195,3.041044437127143
32,74.9,2303.35,Month-to-month,Fiber optic,Electronic check,1,0.5162601834910246,464.014652921733
29,75.55,2054.4,Two year,DSL,Mailed check,0,0.0541360816491262,49.07977162309781
38,101.15,3741.85,Month-to-month,Fiber optic,Electronic check,0,0.5005218931012904,607.5334738463463
48,78.75,3682.45,One year,DSL,Credit card (automatic),0,0.060527571638783924,57.19855519865081
1,19.25,19.25,Month-to-month,No,Bank transfer (automatic),0,0.1812723745606533,41.87391852351091
22,89.05,1886.25,Month-to-month,Fiber optic,Electronic check,0,0.6064266027922087,648.0274677437542
43,115.05,4895.1,Two year,Fiber optic,Credit card (automatic),0,0.09926947671759419,137.05143955631053
5,69.35,341.6,Month-to-month,Fiber optic,Electronic check,0,0.7023327740937441,584.4813346008137
5,80.6,415.55,Month-to-month,Fiber optic,Electronic check,1,0.7128762803276092,689.4939383328635
51,110.05,5686.4,One year,Fiber optic,Credit card (automatic),0,0.15067233005672698,198.97787907291365
71,19.9,1355.1,Two year,No,Credit card (automatic),0,0.005310229954214372,1.268082913066392
38,80.3,3058.65,One year,DSL,Credit card (automatic),1,0.08076143064103218,77.82171456569861
24,93.15,2231.05,Month-to-month,Fiber optic,Electronic check,1,0.5963450877243296,666.5945390582556
35,91.5,3236.35,Month-to-month,Fiber optic,Credit card (automatic),0,0.376622473085842,413.53147544825447
54,82.45,4350.1,One year,DSL,Bank transfer (automatic),1,0.05380702739614364,53.23667290574451
72,60.0,4264.0,Two year,DSL,Electronic check,0,0.023141864385508096,16.66214235756583
1,44.8,44.8,Month-to-month,DSL,Electronic check,0,0.47662768058419436,256.2350410820629
9,48.6,422.3,One year,DSL,Mailed check,0,0.16312222806809365,95.13288340931223
69,60.05,4176.7,Two year,DSL,Bank transfer (automatic),0,0.015300572726251136,11.025592706536568
52,102.7,5138.1,Month-to-month,Fiber optic,Credit card (automatic),0,0.27517363456607574,339.1239872392317
11,82.9,880.05,Month-to-month,Fiber optic,Electronic check,0,0.6765414839472729,673.0234682307471
2,70.35,139.05,Month-to-month,Fiber optic,Electronic check,1,0.7219001774200898,609.4281297780398
28,35.9,973.65,Month-to-month,DSL,Electronic check,0,0.2784054807230937,119.93708109550876
17,82.65,1470.05,Month-to-month,Fiber optic,Credit card (automatic),0,0.5004181636581309,496.31473471613424
35,19.85,739.35,Two year,No,Mailed check,0,0.016620728148516804,3.959057444976703
8,19.2,161.95,One year,No,Mailed check,0,0.074221773655243,17.10069665016799
46,94.9,4422.95,One year,Fiber optic,Credit card (automatic),0,0.1615970920302814,184.02676840408446
7,73.85,511.25,Month-to-month,Fiber optic,Electronic check,1,0.6938511927366618,614.8909270032296
2,80.6,155.8,Month-to-month,Fiber optic,Mailed check,1,0.6244419846789561,603.9602875814862
68,75.8,5293.95,One year,DSL,Bank transfer (automatic),1,0.03483824640548309,31.688868930427414
43,104.6,4759.85,Two year,Fiber optic,Electronic check,1,0.15453309836440843,193.96994506700543
68,88.15,6148.45,Two year,DSL,Electronic check,0,0.02948585221781198,31.19013447600151
36,94.8,3565.65,Month-to-month,Fiber optic,Credit card (automatic),0,0.37302180318102834,424.34960329873786
63,103.4,6603.0,Month-to-month,Fiber optic,Electronic check,1,0.3217810389405197,399.26591311739685
32,54.65,1830.1,Month-to-month,DSL,Bank transfer (automatic),0,0.18218309937087226,119.47567656741803
71,85.75,6223.8,Two year,DSL,Credit card (automatic),0,0.015535656831289624,15.986190879397022
66,67.45,4508.65,Month-to-month,DSL,Bank transfer (automatic),0,0.07767553485628712,62.87057791267879
63,20.5,1328.15,One year,No,Mailed check,0,0.014993637169146357,3.688434743610004
41,20.25,865.0,One year,No,Credit card (automatic),0,0.027105129213661587,6.586546398919765
1,72.1,72.1,Month-to-month,Fiber optic,Electronic check,0,0.7295122941984588,631.1740369405064
2,90.4,168.2,Month-to-month,Fiber optic,Electronic check,1,0.7397626082910141,802.4944774740922
70,19.45,1303.5,Two year,No,Bank transfer (automatic),0,0.005685059239269367,1.3268928264454702
23,44.95,996.85,Month-to-month,DSL,Electronic check,0,0.3186871707037247,171.8998598775891
64,97.0,6430.9,One year,Fiber optic,Bank transfer (automatic),0,0.10505805507103654,122.28757610268653
37,62.8,2278.75,Two year,DSL,Credit card (automatic),0,0.038338430160499926,28.891840968952742
17,44.6,681.4,One year,DSL,Mailed check,0,0.13058230684623454,69.88765062410472
7,89.15,574.35,Month-to-month,Fiber optic,Electronic check,0,0.7083732950147121,757.8177510067392
4,84.8,371.9,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.6096440375712747,620.3737726325292
21,41.9,840.1,Month-to-month,DSL,Electronic check,1,0.3289367198435875,165.38938273735582
10,80.25,846.0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.5605299934999961,539.7903837404963
16,54.1,889.0,Month-to-month,DSL,Electronic check,0,0.3760952902482363,244.161062429155
64,105.25,6823.4,Two year,Fiber optic,Electronic check,0,0.08841407754506364,111.66697993941537
27,30.75,805.1,Month-to-month,DSL,Credit card (automatic),1,0.18263049815851543,67.39065382049219
42,97.1,4016.75,One year,Fiber optic,Electronic check,0,0.2764901339024079,322.1663040230857
5,20.2,83.75,Month-to-month,No,Mailed check,0,0.16746756606597735,40.59413801439291
41,98.8,3959.15,Two year,Fiber optic,Bank transfer (automatic),0,0.10173945771876809,120.62230107137145
58,50.3,2878.55,One year,DSL,Credit card (automatic),0,0.04014623676956805,24.232268514111272
47,20.55,945.7,Two year,No,Mailed check,0,0.011647415316360049,2.8722526170143885
18,75.9,1373.05,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.4952716551732918,451.0934235318342
5,96.5,492.55,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.6150293980057775,712.2040428906903
23,59.95,1406.0,Month-to-month,DSL,Bank transfer (automatic),0,0.23062592430182877,165.9122899427356
1,19.15,19.15,Month-to-month,No,Mailed check,0,0.18434560968319516,42.362621105198244
71,98.65,6962.85,One year,Fiber optic,Credit card (automatic),0,0.08414751314107656,99.61382605640644
72,112.6,8126.65,Two year,Fiber optic,Credit card (automatic),0,0.04328884549324739,58.49188803047586
33,20.6,690.25,One year,No,Mailed check,0,0.036434856513976495,9.00669653025499
2,85.65,181.5,Month-to-month,Fiber optic,Electronic check,1,0.7355987859413533,756.0484321905229
24,35.75,830.8,Two year,DSL,Mailed check,0,0.05268406582651587,22.601464239575307
56,99.75,5608.4,One year,Fiber optic,Credit card (automatic),0,0.127019416860721,152.04224198228303
37,96.1,3646.8,Month-to-month,Fiber optic,Credit card (automatic),0,0.3673270695107126,423.6015765597537
43,85.1,3662.25,One year,DSL,Credit card (automatic),0,0.07163258080543501,73.15119151851022
1,25.35,25.35,Month-to-month,DSL,Mailed check,0,0.3376996081338094,102.72822079430482
25,104.95,2566.5,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.4751402755779135,598.3916630628243
61,89.65,5308.7,Two year,DSL,Electronic check,0,0.03644188095644383,39.20417553294227
17,86.75,1410.25,One year,Fiber optic,Electronic check,0,0.43759058792634553,455.5318020313257
41,86.2,3339.05,One year,Fiber optic,Bank transfer (automatic),0,0.1833337997918376,189.6404825046768
1,50.65,50.65,Month-to-month,DSL,Mailed check,1,0.3637901795854582,221.11167115204145
72,64.8,4732.35,Two year,DSL,Bank transfer (automatic),0,0.014288992230542275,11.111120358469673
1,90.85,90.85,Month-to-month,Fiber optic,Credit card (automatic),1,0.6280504011114256,684.7005472916762
48,108.1,5067.45,Two year,Fiber optic,Bank transfer (automatic),0,0.08721521992119569,113.13558328177504
11,19.95,214.75,Month-to-month,No,Mailed check,1,0.14347705206797096,34.34840626507224
55,85.45,4874.7,Month-to-month,Fiber optic,Electronic check,1,0.357922464849863,367.01369545704955
42,54.75,2348.45,One year,DSL,Electronic check,0,0.1075683037660688,70.67237557430721
44,90.4,4063.0,Month-to-month,Fiber optic,Mailed check,0,0.3273056503592757,355.0611695097423
1,44.0,44.0,Month-to-month,DSL,Electronic check,0,0.4757237196126963,251.18212395550364
27,95.6,2595.25,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.4495453974419783,515.7184799454375
27,84.8,2309.55,Month-to-month,DSL,Bank transfer (automatic),0,0.22908797320439536,233.11992153279272
2,44.3,89.3,Month-to-month,DSL,Electronic check,0,0.46850732680903046,249.05849493168057
19,19.9,367.55,Month-to-month,No,Mailed check,0,0.11614497679251586,27.735420458052783
42,95.05,3944.5,Month-to-month,Fiber optic,Electronic check,0,0.46336411308607356,528.5131073859754
66,90.05,5965.95,Two year,DSL,Credit card (automatic),0,0.018380658868451367,19.862139973248546
33,109.9,3694.7,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.42076876510033884,554.9098474143269
34,73.95,2524.45,Month-to-month,Fiber optic,Credit card (automatic),1,0.3651461887687603,324.0307279133979
33,54.6,1803.7,Month-to-month,DSL,Electronic check,0,0.2651739293636869,173.74195851908763
23,20.05,415.1,One year,No,Mailed check,0,0.048593387503383885,11.691569033314163
32,19.75,624.15,One year,No,Bank transfer (automatic),0,0.03662629705558378,8.680432402173357
11,20.05,237.7,One year,No,Credit card (automatic),0,0.06464568271863828,15.55375126210437
69,99.45,7007.6,Month-to-month,Fiber optic,Credit card (automatic),1,0.1826328610049084,217.95405632325767
68,55.9,3848.8,One year,DSL,Bank transfer (automatic),0,0.03193091768254168,21.41925958144896
20,19.7,419.4,Two year,No,Mailed check,0,0.025924602295698852,6.128575982703207
72,19.8,1468.75,Two year,No,Credit card (automatic),0,0.0051501604831264355,1.2236781307908413
60,95.4,5812.0,One year,Fiber optic,Bank transfer (automatic),0,0.1162703375308033,133.10628240526364
32,93.95,2861.45,Month-to-month,Fiber optic,Mailed check,0,0.415680058724193,468.63769820565517
1,19.9,19.9,Month-to-month,No,Mailed check,1,0.18485702387700134,44.14385730182792
1,19.6,19.6,Month-to-month,No,Mailed check,1,0.1846523266710193,43.43022723302374
3,81.35,233.7,Month-to-month,Fiber optic,Electronic check,1,0.725801165566904,708.5270978264116
46,24.45,1066.15,One year,No,Bank transfer (automatic),0,0.024775901683062526,7.269249553810544
29,74.95,2149.05,Month-to-month,Fiber optic,Electronic check,0,0.5389796624726024,484.75830842785865
51,87.35,4473.0,Month-to-month,Fiber optic,Electronic check,0,0.38828548366573706,407.00084397842556
48,70.65,3545.05,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.2784522620276973,236.07182774708178
16,73.25,1195.75,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.5074273655179526,446.0286542902804
70,98.7,6858.9,Two year,Fiber optic,Bank transfer (automatic),0,0.044888871666496764,53.166379601798766
40,24.8,1024.7,Two year,No,Mailed check,0,0.014636442937554589,4.355805418216246
22,83.3,1845.9,Month-to-month,Fiber optic,Electronic check,1,0.6001927036897863,599.9526266083103
1,75.3,75.3,Month-to-month,Fiber optic,Bank transfer (automatic),1,0.6209837484231384,561.1209150751479
5,24.3,132.25,Month-to-month,No,Mailed check,0,0.17007312401127422,49.59332296168756
7,69.85,515.45,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.5712972425230968,478.86134868285967
29,100.55,2830.45,One year,Fiber optic,Credit card (automatic),0,0.24872202966174212,300.108000989858
44,25.7,1110.5,One year,No,Mailed check,0,0.0269755700331595,8.31926579822639
10,40.7,449.3,Month-to-month,DSL,Bank transfer (automatic),0,0.2894848373766876,141.38439457477423
55,51.65,2838.55,Month-to-month,DSL,Bank transfer (automatic),0,0.09863666835993573,61.135007049488166
52,105.1,5376.4,One year,Fiber optic,Bank transfer (automatic),0,0.14908824930123812,188.0301000187215
10,85.95,858.6,Month-to-month,Fiber optic,Electronic check,0,0.6861228100418105,707.6670662771234
18,75.6,1395.05,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.49493193095483107,449.0022477622227
68,58.25,3975.7,One year,DSL,Bank transfer (automatic),0,0.03226163573484971,22.55088337865995
61,19.4,1182.55,Month-to-month,No,Mailed check,1,0.03540156479960735,8.24148428534859
72,65.2,4784.45,Two year,DSL,Credit card (automatic),0,0.013756818095389941,10.76333447783309
2,53.45,119.5,Month-to-month,DSL,Electronic check,0,0.47884081006300283,307.12849557441
12,45.4,518.9,Month-to-month,DSL,Bank transfer (automatic),1,0.28146096315515967,153.33993272693098
41,19.75,899.45,Two year,No,Electronic check,0,0.02251516784250438,5.336094778673539
26,44.45,1183.8,Month-to-month,DSL,Credit card (automatic),0,0.19682638257702956,104.98719246658757
36,20.85,720.05,One year,No,Bank transfer (automatic),0,0.03273738049121553,8.190892598902126
72,114.05,8468.2,Two year,Fiber optic,Credit card (automatic),0,0.04356170246014333,59.61854598695216
35,89.85,3161.2,Month-to-month,Fiber optic,Bank transfer (automatic),0,0.38436136470353377,414.4184234233501
1,55.05,55.05,Month-to-month,DSL,Mailed check,0,0.36841587730938913,243.37552855058246
16,112.95,1882.55,Month-to-month,Fiber optic,Electronic check,0,0.6731520830602764,912.3903333798986
49,101.55,5070.4,Month-to-month,Fiber optic,Credit card (automatic),0,0.29259914070334714,356.5613128610988
54,114.65,6049.5,One year,Fiber optic,Mailed check,0,0.14955282111568227,205.75477129095566
18,64.8,1166.7,Month-to-month,DSL,Electronic check,0,0.3732466871692454,290.23662394280524
36,80.4,2937.65,Month-to-month,Fiber optic,Electronic check,0,0.4921802660712325,474.8555207055251
60,105.9,6396.45,Month-to-month,Fiber optic,Electronic check,1,0.34449459456324827,437.7837307709759
1,69.55,69.55,Month-to-month,Fiber optic,Mailed check,1,0.6198008740317225,517.2858094668755
52,25.05,1270.25,Two year,No,Bank transfer (automatic),0,0.010019312557820495,3.011805354880841
8,94.75,759.55,Month-to-month,Fiber optic,Electronic check,0,0.7073503597721145,804.257359060894
72,105.5,7611.55,Two year,Fiber optic,Bank transfer (automatic),0,0.04362734571041597,55.23221966938661
64,24.7,1642.75,One year,No,Mailed check,0,0.014827824676808491,4.394967234206037
22,69.75,1545.4,Month-to-month,DSL,Mailed check,0,0.24804899309638484,207.6170072216741
60,60.2,3582.4,Month-to-month,DSL,Bank transfer (automatic),0,0.08904846703123111,64.32861258336135
28,81.05,2227.1,Month-to-month,Fiber optic,Electronic check,1,0.553342333244993,538.1807533140802
61,24.4,1417.9,Two year,No,Mailed check,0,0.007783565941360373,2.279028107630317
24,104.15,2494.65,Month-to-month,Fiber optic,Electronic check,0,0.6082805170146776,760.2289901649441
28,92.9,2768.35,One year,Fiber optic,Bank transfer (automatic),0,0.2555032915551614,284.8350694256939
30,80.8,2369.3,Two year,DSL,Bank transfer (automatic),0,0.05274220395753049,51.138840957221554
2,20.0,38.0,Month-to-month,No,Mailed check,0,0.1803995276546776,43.29588663712262
1,75.1,75.1,Month-to-month,Fiber optic,Electronic check,0,0.7321856032244662,659.845665625889
6,19.65,100.9,Month-to-month,No,Mailed check,0,0.16294334399813534,38.42204051476031
24,69.45,1614.05,Month-to-month,DSL,Bank transfer (automatic),0,0.23289078515705686,194.0911803498912
4,101.15,385.9,Month-to-month,Fiber optic,Electronic check,1,0.7374589981110368,895.1277319071766
7,99.8,673.25,Month-to-month,Fiber optic,Electronic check,1,0.7182387799956871,860.1627629228349
72,116.05,8404.9,Two year,Fiber optic,Bank transfer (automatic),0,0.045665505120863335,63.59378243131428
70,40.05,2799.75,Two year,DSL,Mailed check,0,0.013866199574336099,6.664095515425929
64,102.1,6538.45,Two year,Fiber optic,Electronic check,0,0.08727070977990783,106.92407362234306
72,89.7,6588.95,One year,Fiber optic,Electronic check,0,0.12955301177965572,139.45086187962144
44,19.9,868.1,Two year,No,Mailed check,0,0.012705238277196476,3.0340109005945184
13,55.95,734.35,Month-to-month,DSL,Electronic check,1,0.399672725519194,268.3402679135869
17,20.65,330.6,One year,No,Mailed check,0,0.05787540509033195,14.341525381384255
1,55.0,55.0,Month-to-month,DSL,Electronic check,1,0.4881645786436931,322.1886219048375
9,70.05,564.4,Month-to-month,DSL,Mailed check,0,0.32880635321121965,276.3946205093512
24,53.6,1315.35,Month-to-month,DSL,Mailed check,0,0.22394269049994825,144.0399385295667
